title,Affected country,type,link,description
Burundi: Landslides and Floods - Mar 2015,Burundi,Flood,https://reliefweb.int/disaster/ls-2015-000031-bdi,"On 29 Mar 2015, heavy rains caused floods and landslides in Muhuta, a commune of Bujumbura Rural Province, in Western Burundi on the edge of Lake Tanganyika, destroying 349 houses, a health center and two schools. The displaced population found refuge in the houses of their relatives and neighbors, which put the limited resources of the hosting population under high pressure. The areas where they used to live, as well as the common areas, are entirely covered by stones and mud. The affected population belong to very poor villages from one of the most vulnerable area of the cholera belt. Two bridges were also destroyed together with 5 km of the national road number 5 between Bujumbura and Rumonge. Heavy rocks, weighing up to 2 tonnes each, are currently blocking the roads and therefore preventing all commercial activities for the affected population. (IFRC, 7 Apr 2015)"
Typhoon Maysak - Mar 2015,Micronesia,Tropical Cyclone,https://reliefweb.int/disaster/tc-2015-000028-fsm,"Typhoon Maysak made landfall on Micronesia's Chuuk islands on 29 Mar 2015 and on Yap
islands on 20 Mar and 1 Apr, causing substantial damages and prompting both Governors and the President to declare a state of emergency.(Govt, 2 Apr 2015) Following rapid needs assessments in Chuuk's state capital of Weno, it has been estimated that between 60 to 80 per cent houses are badly damaged, with over 800 homes destroyed and more than 6,000 people displaced and taking refuge with relatives or in over-crowded emergency shelters. The population of Chuuk is highly reliant on subsistence farming, and reports of 90 per cent damage to
crops has left many with no alternative food sources. Yap's Ulithi Atoll took the most direct hit from the typhoon, with the majority of homes destroyed and reports of significant and widespread damage to crops and infrastructure as well as possible contamination of food and water sources. (IFRC, 4 Apr 2015)"
Chile: Floods - Mar 2015,Chile,Flash Flood,https://reliefweb.int/disaster/fl-2015-000027-chl,"Heavy rainfall and consequent river overflow, flash floods and landslides affected the Atacama and Antofagasta regions in the north of Chile over 24-25 Mar 2015. (ECHO, 27 Mar 2015) The Government asked the United Nations system to support the coordination of the emergency response and delivery of humanitarian aid. (UN Country Team, 27 Mar 2015) As of 12 Apr, the death toll stood at 26, and almost 165,000 people were affected with more than 1,500 people in 20 emergency shelters. More than 8,300 houses were either destroyed or severely damaged. (OCHA, 14 Apr 2015).
Seasonal floodings are affecting the north and the south of the country in July (PAHO, 8 Jul 2015)."
Argentina: Floods - Mar 2015,Argentina,Flood,https://reliefweb.int/disaster/fl-2015-000024-arg,"More than 4,400 people were evacuated in the provinces of Cordoba, Santa Fe, San Luis, Catamarca and Santiago del Estero) due to floods triggered by heavy rains. The most affected district was Cordoba, where 1,200 people had to leave their homes. (OCHA, 9 Mar 2015) On 9 Mar, authorities declared a State of Emergency throughout Tucumán, as 300 families had been evacuated and another 7,000 were awaiting orders for evacuation in the southern part of the province (ECHO, 10 Mar 2015)."
Tropical Cyclone Pam - Mar 2015,Vanuatu,Flood,https://reliefweb.int/disaster/tc-2015-000020-vut,"Severe Tropical Cyclone Pam struck Vanuatu as an extremely destructive category 5 cyclone on the evening of 13 Mar 2015, causing serious damage to infrastructure and leaving debris strewn across the capital. (OCHA, 15 Mar 2015)"
Sudan/South Sudan: Measles Outbreak - Mar 2015,Sudan,Epidemic,https://reliefweb.int/disaster/ep-2015-000038-sdn,Sudan
Papua New Guinea: Floods - Mar 2015,PNG,Flood,https://reliefweb.int/disaster/fl-2015-000018-png,"Heavy rainfall on 3 Mar 2015 caused river overflows in Papua New Guinea's provinces of Western Highlands, Central Highlands, Southern Highlands and Jiwaka. As of 4 Mar, local authorities and local media report six people killed in the village of Polga in Jiwaka province, while a number of houses were destroyed throughout the affected area. In total, about 100,000 people were affected by the rainfall and floods. (OCHA, 9 Mar 2015) On 17 Mar, the Government approved disaster relief funding for six provinces (West New Britain, Jiwaka, Southern Highlands, Bougainville, Oro and Gulf) that had sustained extensive damage during recent extreme weather. In making the announcement, the Prime Minister said millions of people across Papua New Guinea had been affected and a number of lives lost due to extreme weather. ""The extent of the damage in many areas of Papua New Guinea has never been seen before,"" he said. (Govt, 17 Mar 2015) According to the IFRC, up to 20,000 people have been affected by flooding in West New Britain, and Papua New Guinea Red Cross Society has held meetings with the National Disaster Coordinator to agree on a plan of action for response (IFRC, 18 Mar 2015)."
Tanzania: Hail Storms - Mar 2015,Tanzania,Flash Flood,https://reliefweb.int/disaster/st-2015-000019-tza,"On 3 Mar 2015, hail storms accompanied by strong winds and heavy rainfall hit the villages of Mwakata, Magung’unhwa and Nhumbi in Msalala district, in Tanzania's northwestern Shinyanga region, killing 47 people. According to the Tanzania Red Cross Society, up to 5,000 people have been affected, including 3,500 people who were displaced after the storms damaged or destroyed 634 houses. The regional authorities ordered temporary closure of two primary schools in order to provide temporary accommodation to over 500 people, with others hosted by relatives and friends. (IFRC, 10 Mar 2015)"
"Afghanistan: Avalanches, Floods and Landslides - Feb 2015",Afghanistan,Cold Wave,https://reliefweb.int/disaster/av-2015-000016-afg,"As 5 Apr 2015, an estimated 8,827 families had been affected by floods, rain, heavy snow and avalanches in 137 districts in 24 provinces since 1 Feb. A total of 291 people were killed and 96 people were injured. 1,454 houses were completely destroyed and 7,119 houses were damaged. (OCHA, 5 Apr 2015)"
Mozambique/Malawi: Cholera Outbreak - Feb 2015,Mozambique,Epidemic,https://reliefweb.int/disaster/ep-2015-000015-moz,"A cholera outbreak in Mozambique started on 25 Dec 2014 and was officially declared on 27 Jan 2015 (IFRC, 20 Feb 2015). The outbreak was exacerbated by extensive flooding starting in January 2015. As of 22 Feb, a total of 3,478 cholera cases had been recorded, with a death toll of 37. New cases continue to be reported in the provinces of Nampula, Niassa and Tete. (OCHA, 23 Feb 2015) By 5 Mar, 5,118 cases, including 43 deaths, had been recorded. The situation was most severe in Tete Province. (OCHA, 5 Mar 2015) By 8 Apr, 7,780 cases and 59 deaths had been reported. Since 29 Mar, no new cases had been reported in the previously most
affected province of Tete, where CERF funds supported the response. Zambezia Province continued to experience a surge in new cases. (OCHA, 8 Apr 2015)"
Kenya: Cholera Outbreak - Feb 2015,Kenya,Epidemic,https://reliefweb.int/disaster/ep-2015-000013-ken,"Kenya reported a cholera outbreak that affected 30 of its 47 counties. The outbreak begun on 26 December 2014, in Nairobi County and was later reported in other counties with the latest being in Mandera and Tana River counties. Mandera County had also been experiencing a febrile illness presenting with joint pains that begun in May 2016...Mandera County...was the latest county to report cholera outbreak...The outbreak was first reported in March 2016, with 894 cases reported by 12 April 2016. By the end of the response, 1629 cases had been reported with 18 deaths recorded - Case Fatality Rate (CFR) of 1.1%. KRCS reached a total of 391,941 people through awareness sessions conducted in house to house visits including revisits, demonstration of hand washing and hand washing facilities. (IFRC, 31 Jan 2017)"
South-Eastern Europe: Floods - Feb 2015,Albania,Flood,https://reliefweb.int/disaster/fl-2015-000009-alb,"Heavy rainfall starting at the beginning of February 2015 caused major flooding in the southern and south-eastern parts of Albania. Some 42,000 people were affected, and houses were damaged, around 3,500 heads of livestock killed, and 17,000 acres of farm land flooded. The Albanian
Government declared a state of emergency for the worst affected areas. (IFRC, 6 Feb 2015) Bulgaria and Greece were hit by flooding as well."
Peru: Floods and Landslides - Feb 2015,Peru,Flash Flood,https://reliefweb.int/disaster/fl-2015-000011,"Beginning in September 2014, floods, heavy rains, hail and landslides affected several parts of Peru including Arequipa, Loreto, Cusco, Amazonas, and San Martin. As of the beginning of February 2015, various districts of the forest areas were under a state of emergency as a result of weeks of rains. In the departments of Loreto and San Martín, more than 30,000 people have been affected and 2,000 are homeless. An orange alert is active for the Amazon River and a red alert is active for other major rivers at the Peruvian jungle. Authorities are coordinating to provide aid to people affected by the ongoing hail, rains, flooding, and landslides. (OCHA, 9 Feb 2015)"
